spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch.mjd,epoch.cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp.cal,per,per.y,moid,moid.ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT,sigma_a/a,pdes2,Nopp,Mean anomaly degrees barycentric 2022-01-21 00:00:00,Argument of perihelion J2000.0 degrees barycentric 2022-01-21 00:00:00,Longitude of ascending node J2000.0 degrees barycentric 2022-01-21 00:00:00,Inclination to ecliptic J2000.0 degrees barycentric 2022-01-21 00:00:00,Orbital eccentricity barycentric 2022-01-21 00:00:00,Mean daily motion degrees per day barycentric 2022-01-21 00:00:00,Semimajor axis AU barycentric 2022-01-21 00:00:00,Perihelion distance AU barycentric 2022-01-21 00:00:00,Orbital period days barycentric 2022-01-21 00:00:00,Unpacked MPC designation,Packed MPC designation,e_e,e_q,e_tp,e_node,e_peri,e_i,q_e,q_q,q_tp,q_node,q_peri,q_i,tp_e,tp_q,tp_tp,tp_node,tp_peri,tp_i,node_e,node_q,node_tp,node_node,node_peri,node_i,peri_e,peri_q,peri_tp,peri_node,peri_peri,peri_i,i_e,i_q,i_tp,i_node,i_peri,i_i
3831147,       (2015 GD56),2015 GD56,,,N,N,7.8,,,,,,,,,,,,,,,,,0.21436,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.4080695625579149,64.601530391974,38.23961214434932,6.338403910078045,177.5652425031298,343.4433344563255,22.32695303769866,90.96344863959868,0.00189819080039246,2447838.2719705086,1989-11-07.7719705,189654.2749683373,519.24510600503,37.2491,14496.232247,32.8232,6.475,0.0011544,0.074781,0.030775,0.0011699,0.0055598,0.16182,0.012998,0.1053,3.2959e-06,24.605,329.31,TNO,Otto Matic,858.0,2015-02-17,2017-06-24,38,,,4,0.15506,,,,,,0.0011575731959639565,K15G56D,3,22.02581679614724,343.604174528413,177.4732324458108,6.325935278865706,0.4123906593682779,0.001880117924437983,65.04393047915792,38.22042110095356,191477.3511388194,2015 GD56,K15G56D,1.325281450705374E-6,-3.467965046882659E-5,-.02752597447013532,3.893924944270633E-7,-.0001816400670454808,8.160590289024947E-8,-3.467965046882659E-5,.0009241235042992083,.7348270070149613,-1.000439874451742E-5,.004839244337007951,-2.084301079966591E-6,-.02752597447013532,.7348270070149613,584.8865723432408,-.007951075085001215,3.849918307056154,-.001656509287184375,3.893924944270633E-7,-1.000439874451742E-5,-.007951075085001215,3.113378498730532E-5,-8.334519618198966E-5,6.48837214813586E-6,-.0001816400670454808,.004839244337007951,3.849918307056154,-8.334519618198966E-5,.02538032873398107,-1.737066441859418E-5,8.160590289024947E-8,-2.084301079966591E-6,-.001656509287184375,6.48837214813586E-6,-1.737066441859418E-5,1.354654571847575E-6
3835511,       (2015 GF56),2015 GF56,,,N,N,8.1,,,,,,,,,,,,,,,,,0.37329,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.0093344210218364,42.54402193946422,42.14689812671901,1.661840531727568,28.76817377190898,226.9764722088904,315.7219317393725,42.94114575220942,0.00355178164032908,2472066.938746647,2056-03-09.4387466,101357.5823221624,277.501936542539,41.1333,16007.846361,36.7762,5.838,0.0012796,0.0052899,0.053592,0.0016348,0.006278,5.9655,5.7832,0.0053392,6.6244e-07,1628.4,18.904,TNO,Otto Matic,771.0,2015-02-17,2017-03-29,35,,,5,0.24699,,,,,,0.00012433944321312603,K15G56F,3,337.4856391896462,204.9268558829652,28.75908595613438,1.655100339140914,0.01053015622862998,0.003536965854943332,42.68181954956324,42.23237332158415,101782.1530555227,2015 GF56,K15G56F,1.763681859974218E-7,-6.952209096426734E-6,.6663258239787747,-1.834405817301207E-8,.002409504288202401,5.230373940568593E-9,-6.952209096426734E-6,.0002995001116586728,-28.23586398772317,6.304221963049467E-7,-.1021026305103794,-1.806195526485278E-7,.6663258239787747,-28.23586398772317,2673142.303248487,-.06304897369836321,9666.245490073517,.01803909126698899,-1.834405817301207E-8,6.304221963049467E-7,-.06304897369836321,4.010429155898796E-5,-.0002680746475550759,-1.022233134403425E-5,.002409504288202401,-.1021026305103794,9666.245490073517,-.0002680746475550759,34.95377312016075,7.544799469215262E-5,5.230373940568593E-9,-1.806195526485278E-7,.01803909126698899,-1.022233134403425E-5,7.544799469215262E-5,2.64844787760485E-6
3835510,       (2015 GG56),2015 GG56,,,N,N,7.99,,,,,,,,,,,,,,,,,0.40991,,3,2459600.5,59600,2022-01-21.0000000,J2000,0.08318976889460088,43.35485705234625,39.74817651370311,3.539454547135684,28.47626043155982,107.2426163674862,66.15356337632008,46.96153759098939,0.00345260929949042,2440440.04550372,1969-08-06.5455037,104268.9655192474,285.472869320321,38.764,15085.78588,34.4051,5.862,0.00034127,0.0073735,0.010877,0.00097745,0.0016755,0.084751,0.065337,0.0079869,8.8079e-07,16.798,26.6,TNO,Otto Matic,2273.0,2015-02-20,2021-05-12,35,,,4,0.17291,,,,,,0.000170073216735493,K15G56G,4,64.33400630001407,108.7954487043605,28.46314791868416,3.528578569508227,0.08652090677585961,0.00343558938233128,43.51737283782581,39.75221027939396,104785.5141977752,2015 GG56,K15G56G,1.131469919426538E-7,-3.194750374083531E-6,-.003438807203534071,-4.403340496326416E-9,-2.077657539773737E-5,2.403220344255234E-9,-3.194750374083531E-6,.0001108568138249852,.1620878755989434,7.609729582235604E-8,.0008753184041811399,-4.874082482084494E-8,-.003438807203534071,.1620878755989434,311.6909337137039,-1.210489169896029E-5,1.549833410590192,-1.535805267160354E-5,-4.403340496326416E-9,7.609729582235604E-8,-1.210489169896029E-5,2.841305624139499E-6,-2.679426842825063E-6,-1.595522178580105E-6,-2.077657539773737E-5,.0008753184041811399,1.549833410590192,-2.679426842825063E-6,.007890267481389318,1.409034272232734E-6,2.403220344255234E-9,-4.874082482084494E-8,-1.535805267160354E-5,-1.595522178580105E-6,1.409034272232734E-6,9.46742881390808E-7
3835512,       (2015 GH56),2015 GH56,,,N,N,7.5,,,,,,,,,,,,,,,,,0.24666,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.2325100723530405,46.01778045616814,35.31818299277815,37.56976338576789,201.5895180041393,249.6992849689493,92.93127670404336,56.71737791955812,0.003157297983165,2430166.7002131054,1941-06-21.2002131,114021.5468795002,312.173981874059,34.5139,13431.774463,31.183,4.698,0.002117,0.048454,0.060691,0.0020658,0.00010162,0.21397,0.49768,0.059721,4.9867e-06,111.29,180.09,TNO,Otto Matic,856.0,2015-02-17,2017-06-22,36,,,5,0.17159,,,,,,0.001052940831124012,K15G56H,3,91.82507589496481,250.5509421373748,201.5593833727885,37.47186875718171,0.2337003966489193,0.003143082759054487,46.17706146780976,35.3854638867011,114537.2322643825,2015 GH56,K15G56H,4.646327469134434E-6,-.0001333852754930514,.2290840128077139,1.746639330989309E-8,.000415987752875743,7.012387159754029E-7,-.0001333852754930514,.003850468308745993,-6.561315422452108,-4.33028873638072E-7,-.01182963733183991,-1.819132452317551E-5,.2290840128077139,-6.561315422452108,11307.73959236971,.0008964975843335828,20.59612114278018,.03557715984979254,1.746639330989309E-8,-4.33028873638072E-7,.0008964975843335828,1.041101298929501E-8,1.878458115663057E-6,1.937534928929847E-7,.000415987752875743,-.01182963733183991,20.59612114278018,1.878458115663057E-6,.03785471109192546,7.179133405183989E-5,7.012387159754029E-7,-1.819132452317551E-5,.03557715984979254,1.937534928929847E-7,7.179133405183989E-5,4.209488490536589E-6
3835516,       (2015 GJ56),2015 GJ56,,,N,N,8.2,,,,,,,,,,,,,,,,,0.19002,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.06975771597294454,43.67650585487757,40.62973256476237,3.639841428106048,41.58926079543512,248.30691271783,287.727432551331,46.72327914499277,0.00341454030111893,2480766.619323584,2080-01-03.1193236,105431.4690273328,288.655630464977,39.6163,15417.475471,35.4545,5.888,0.001403,0.010145,0.053251,0.0013913,0.0078417,0.087139,0.13579,0.010853,1.1897e-06,32.429,36.734,TNO,Otto Matic,855.0,2015-02-17,2017-06-21,39,,,4,0.24664,,,,,,0.00023227590672450868,K15G56J,3,290.4381021973689,245.2718328327129,41.61087379633867,3.631053428939075,0.06800588713964684,0.003401260487655159,43.80969613553525,40.83037888451982,105843.113547644,2015 GJ56,K15G56J,1.926845168672451E-6,-7.384511876654663E-5,.02970920007539947,-2.098216950922012E-7,.000292941271626616,3.775836720710409E-8,-7.384511876654663E-5,.002851794626106806,-1.226993332040835,7.843916323274493E-6,-.01159287216149571,-1.409445577849719E-6,.02970920007539947,-1.226993332040835,826.6736185949215,-.002500332929410808,6.037199855062493,.0004420685258115389,-2.098216950922012E-7,7.843916323274493E-6,-.002500332929410808,6.194705798895327E-5,-9.060960748642234E-5,-1.088222381839678E-5,.000292941271626616,-.01159287216149571,6.037199855062493,-9.060960748642234E-5,.05087364250017561,1.600761730545539E-5,3.775836720710409E-8,-1.409445577849719E-6,.0004420685258115389,-1.088222381839678E-5,1.600761730545539E-5,1.9158612187785E-6
3835514,       (2015 GK56),2015 GK56,,,N,N,7.71,,,,,,,,,,,,,,,,,0.24056,,3,2459600.5,59600,2022-01-21.0000000,J2000,0.1111350436642873,44.40582808009788,39.47078443746737,2.074941596113654,181.2742439777253,149.2025417359747,249.7321218831049,49.34087172272839,0.0033307659333458,2492706.362232153,2112-09-11.8622322,108083.2478787769,295.915805280703,38.4611,14967.906287,34.4539,5.92,0.00036787,0.0056118,0.015275,0.0011282,0.011909,0.13513,0.18569,0.0062355,6.3139e-07,51.976,20.489,TNO,Otto Matic,2276.0,2015-02-17,2021-05-12,41,,,4,0.16417,,,,,,0.00012637530348218268,K15G56K,4,250.2899618084073,148.3799744323886,181.2168260757989,2.071763322346419,0.1073419776123347,0.003318643249853831,44.53380375533377,39.75345718963662,108478.0655515943,2015 GK56,K15G56K,1.460287591772719E-7,-5.870102154931474E-6,-.01960780718658875,-4.57646098766189E-8,-4.712851241707424E-5,-4.239915982634551E-9,-5.870102154931474E-6,.0002584844716683878,.7274521758384953,2.241739687413744E-6,.001627309411390351,2.162994136176809E-7,-.01960780718658875,.7274521758384953,2802.002232776227,.005145977566678398,7.064508996487701,.0004550285116373938,-4.57646098766189E-8,2.241739687413744E-6,.005145977566678398,.0001424984712962489,-.0001321318174315277,1.337205593077339E-5,-4.712851241707424E-5,.001627309411390351,7.064508996487701,-.0001321318174315277,.01856830855775421,-1.250908659437047E-5,-4.239915982634551E-9,2.162994136176809E-7,.0004550285116373938,1.337205593077339E-5,-1.250908659437047E-5,1.258594834889092E-6
3835513,       (2015 GL56),2015 GL56,,,N,N,7.72,,,,,,,,,,,,,,,,,0.19138,,4,2459600.5,59600,2022-01-21.0000000,J2000,0.0844356650184151,39.9614563635132,36.58728422035559,17.81854692199095,25.78381998121501,245.9493881552158,308.0703840432118,43.33562850667081,0.00390159434269802,2472910.3450006666,2058-06-30.8450007,92269.97180620604,252.621414938278,35.6136,13859.744712,31.5439,5.388,0.00022759,0.0047246,0.0087737,0.00086055,0.00019042,0.093231,0.071257,0.0051235,6.9192e-07,16.911,16.363,TNO,Otto Matic,2276.0,2015-02-17,2021-05-12,34,,,4,0.14303,,,,,,0.00011822892431702752,K15G56L,4,310.1202403215442,243.6345145712867,25.76089388397618,17.77795812790033,0.0837375815363145,0.003889672946276291,40.06096864641,36.7063600179575,92552.76856750631,2015 GL56,K15G56L,4.703627365328551E-8,-1.572989439058977E-6,.003107632937801025,5.69501183675383E-11,1.720672162385996E-5,-9.346786413718686E-10,-1.572989439058977E-6,6.969466445604561E-5,-.1611371330510775,-7.145430196586879E-8,-.0008571911132337744,2.79402284055975E-7,.003107632937801025,-.1611371330510775,398.8822674081655,.0002300269410434889,2.088637930297863,-.0008694656748386083,5.69501183675383E-11,-7.145430196586879E-8,.0002300269410434889,3.65528733762784E-8,1.10539581712151E-6,-1.489416995859085E-7,1.720672162385996E-5,-.0008571911132337744,2.088637930297863,1.10539581712151E-6,.01097593429778697,-4.19566472410087E-6,-9.346786413718686E-10,2.79402284055975E-7,-.0008694656748386083,-1.489416995859085E-7,-4.19566472410087E-6,7.345606173165313E-7
3835515,       (2015 GM56),2015 GM56,,,N,N,8.2,,,,,,,,,,,,,,,,,0.23307,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.04733902963038214,43.66989630658968,41.60260579137631,2.006775930301702,153.1564599311071,86.25681358204731,334.3077739927858,45.73718682180304,0.00341531552930267,2467123.150773195,2042-08-26.6507732,105407.5375792594,288.590109731032,40.5921,15797.227557,36.2118,5.903,0.0010821,0.00725,0.042596,0.0011449,0.038385,1.7558,1.5545,0.0075933,8.5051e-07,456.33,26.25,TNO,Otto Matic,771.0,2015-02-17,2017-03-29,33,,,5,0.20472,,,,,,0.00016601825543849513,K15G56M,3,338.3159573357387,82.04501790648966,153.0650675727265,2.0050093718258,0.04898013510243211,0.003401108503459965,43.811001265282,41.66513250433567,105847.8433233665,2015 GM56,K15G56M,7.214937558212896E-7,-2.796679207789542E-5,.38343959486499,-9.563122901275176E-7,.001458750963052563,-2.806924759659215E-8,-2.796679207789542E-5,.001107299053565763,-15.1466569057406,3.810622875492108E-5,-.05762061712389299,1.123421077315337E-6,.38343959486499,-15.1466569057406,207337.7646028656,-.5204765260189991,788.7451574405778,-.01533097969470165,-9.563122901275176E-7,3.810622875492108E-5,-.5204765260189991,.001472915578806986,-.003450698311777127,4.360020177579808E-5,.001458750963052563,-.05762061712389299,788.7451574405778,-.003450698311777127,3.001980625162044,-.0001018568335559543,-2.806924759659215E-8,1.123421077315337E-6,-.01533097969470165,4.360020177579808E-5,-.0001018568335559543,1.291594930797075E-6
3835517,       (2015 GN56),2015 GN56,,,N,N,8.6,,,,,,,,,,,,,,,,,0.25714,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.04349617751096215,42.51641632435224,40.66711473277825,2.835198533727162,55.04227237059068,164.2412651593308,352.9732414840325,44.36571791592623,0.00355524142266732,2461576.9504517657,2027-06-20.4504518,101258.946215222,277.231885599513,39.6605,15434.676785,35.2257,5.827,0.0004913,0.0058094,0.018532,0.0014718,0.018911,2.1392,1.9512,0.006062,7.2867e-07,548.95,20.754,TNO,Otto Matic,771.0,2015-02-17,2017-03-29,30,,,5,0.16409,,,,,,0.00013663898564923344,K15G56N,3,356.2730859125395,160.6162706944401,55.07787578216313,2.830207009718889,0.04618966976183501,0.003540481161001302,42.6535626560765,40.68340868282659,101681.094639178,2015 GN56,K15G56N,9.419763753477824E-8,-3.11408472463855E-6,.139539491444408,-1.568359000807838E-7,.0005439411266912514,1.247074985546048E-8,-3.11408472463855E-6,.0001234194591183523,-5.307807356505839,4.486339872311381E-6,-.02068865187842557,-3.564811520364883E-7,.139539491444408,-5.307807356505839,231093.7033012782,-.2144573646209263,900.7646498254201,.01704488582838197,-1.568359000807838E-7,4.486339872311381E-6,-.2144573646209263,.000358609892194988,-.001193855590666972,-2.77087222677487E-5,.0005439411266912514,-.02068865187842557,900.7646498254201,-.001193855590666972,3.511387701768646,9.409428594503071E-5,1.247074985546048E-8,-3.564811520364883E-7,.01704488582838197,-2.77087222677487E-5,9.409428594503071E-5,2.143118346876639E-6
3835518,       (2015 GO56),2015 GO56,,,N,N,7.9,,,,,,,,,,,,,,,,,0.34765,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.05818331906138872,46.44495411686045,43.7426325326876,10.98854206967288,25.52360563148318,131.2018208220194,49.24896758266258,49.1472757010333,0.00311383980929612,2443784.3467619196,1978-10-02.8467619,115612.8837858803,316.530824875785,42.7628,16641.998876,38.3641,5.968,0.0016311,0.011129,0.067501,0.0020113,0.000388,1.4998,1.2506,0.011777,1.1192e-06,405.86,41.556,TNO,Otto Matic,771.0,2015-02-17,2017-03-29,30,,,5,0.18217,,,,,,0.00023961698771406365,K15G56O,3,48.06906097027193,132.1087023855985,25.50089803071431,10.95944212006704,0.06216920496263518,0.003099138922910856,46.61254409485081,43.71467928718816,116161.2980104393,2015 GO56,K15G56O,2.400444626508433E-6,-9.785886157177621E-5,-.5727258477450337,-3.012852548059316E-9,-.002120221139738342,-1.521644388953265E-8,-9.785886157177621E-5,.004026271584588599,23.58565353681608,2.901627699544298E-8,.08729563090380643,1.057500712840884E-6,-.5727258477450337,23.58565353681608,138216.5399563989,.0001725610030563579,511.5466580872537,.006181170205266647,-3.012852548059316E-9,2.901627699544298E-8,.0001725610030563579,1.520128831588448E-7,5.182657645651539E-7,-7.350003079058307E-7,-.002120221139738342,.08729563090380643,511.5466580872537,5.182657645651539E-7,1.893273610276131,2.346905677430779E-5,-1.521644388953265E-8,1.057500712840884E-6,.006181170205266647,-7.350003079058307E-7,2.346905677430779E-5,4.010395926424613E-6
3835522,       (2015 GP56),2015 GP56,,,N,N,9.0,,,,,,,,,,,,,,,,,0.34898,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.1679921046169176,41.59935173327136,34.61098908489969,30.25063286020496,202.477699474489,301.1999314010832,53.23246896169449,48.58771438164304,0.00367345081803085,2445109.365750861,1982-05-19.8657509,98000.49540148117,268.310733474281,33.7202,13122.890234,29.7923,4.941,0.0014502,0.024586,0.040408,0.0014463,8.9701e-05,0.25123,0.07611,0.028717,3.2567e-06,32.045,86.881,TNO,Otto Matic,821.0,2015-02-17,2017-05-18,33,,,4,0.23888,,,,,,0.0005910188254288587,K15G56P,3,52.61294423151423,301.5912496589297,202.441606187542,30.18773231961606,0.1710801246150877,0.003658427814097117,41.73180570452211,34.59232318417985,98402.92559902438,2015 GP56,K15G56P,2.066460628403667E-6,-5.685579180006086E-5,-.04650089108130993,1.318301185658935E-9,-.0003593980726692725,3.214380607008958E-9,-5.685579180006086E-5,.001578663395159422,1.302594187810316,-4.514002926314052E-8,.01002625877987107,-1.74403767641179E-7,-.04650089108130993,1.302594187810316,1084.857254083363,-4.284692149985344E-5,8.314753394318535,-.0001999385936605867,1.318301185658935E-9,-4.514002926314052E-8,-4.284692149985344E-5,8.091764464781869E-9,-3.163163083130604E-7,1.102777243833689E-7,-.0003593980726692725,.01002625877987107,8.314753394318535,-3.163163083130604E-7,.06385208399633666,-1.429510165362583E-6,3.214380607008958E-9,-1.74403767641179E-7,-.0001999385936605867,1.102777243833689E-7,-1.429510165362583E-6,2.076553450083664E-6
3835520,       (2015 GQ56),2015 GQ56,,,N,N,7.37,,,,,,,,,,,,,,,,,0.4248,,3,2459600.5,59600,2022-01-21.0000000,J2000,0.1084130851009585,42.8749584064473,38.22675189202907,18.18495808460117,24.7186359496912,333.8084309094128,218.487574078888,47.52316492086552,0.003510738697036,2499908.947347729,2132-06-01.4473477,102542.5219780486,280.746124512111,37.234,14490.35578,33.3041,5.544,0.00023541,0.0047206,0.012013,0.001436,0.00013172,0.19993,0.25327,0.0052324,5.7981e-07,71.531,16.935,TNO,Otto Matic,2223.0,2015-02-17,2021-03-20,41,,,4,0.13883,,,,,,0.0001101015645367983,K15G56Q,4,217.888156107407,334.1057785658586,24.69625380714469,18.13476080157457,0.104602894454778,0.003499516270206044,42.98578137328165,38.4893442212361,102871.3605548701,2015 GQ56,K15G56Q,5.665954335555667E-8,-2.778072193606072E-6,-.01740622720148879,-6.297549961453757E-10,-4.654927547379438E-5,9.622822735635153E-9,-2.778072193606072E-6,.0001529328575233726,.7454199810965628,1.133947428930089E-8,.001885851669817435,-4.125293839909959E-7,-.01740622720148879,.7454199810965628,6065.805851900053,.0003138243676391553,16.92198646448096,-.003347708249849417,-6.297549961453757E-10,1.133947428930089E-8,.0003138243676391553,1.751835852643561E-8,9.469472446919346E-7,-1.603873385112389E-7,-4.654927547379438E-5,.001885851669817435,16.92198646448096,9.469472446919346E-7,.04782085855493615,-9.184088691556095E-6,9.622822735635153E-9,-4.125293839909959E-7,-.003347708249849417,-1.603873385112389E-7,-9.184088691556095E-6,2.043234043313012E-6
3835521,       (2015 GR56),2015 GR56,,,N,N,7.6,,,,,,,,,,,,,,,,,0.17668,,3,2459600.5,59600,2022-01-21.0000000,J2000,0.03434750769398252,43.99660679690573,42.48543300643988,1.26822440617338,38.9081458601287,31.00863326923849,138.9290770629977,45.50778058737158,0.00337734400870172,2418464.8985614,1909-06-07.3985614,106592.6358323167,291.834731915994,41.4999,16150.516083,37.4079,5.929,0.0015856,0.0076214,0.06519,0.0019797,0.024062,2.5932,2.853,0.0078832,8.7757e-07,837.11,27.697,TNO,Otto Matic,771.0,2015-02-17,2017-03-29,35,,,5,0.136,,,,,,0.00017322699532673988,K15G56R,3,131.8264673673062,37.77138190356553,38.94119336846625,1.262752279955546,0.0337466385132963,0.003362839940097014,44.14274867910058,42.65307929644369,107052.3743064662,2015 GR56,K15G56R,3.85698706038428E-6,-.0001596960591754271,1.234340395954283,2.918406109751113E-7,.003653479884098565,-2.455183832462295E-8,-.0001596960591754271,.006643628572253204,-50.78498448768374,-1.256363912602021E-5,-.1501039693128035,1.056940967442982E-6,1.234340395954283,-50.78498448768374,398416.9005772947,.08908598818597398,1181.461624568038,-.007494648273107652,2.918406109751113E-7,-1.256363912602021E-5,.08908598818597398,.0005893436963015081,-.0003285632299421879,-4.776999142784226E-5,.003653479884098565,-.1501039693128035,1181.461624568038,-.0003285632299421879,3.505514736905982,2.58313771297699E-5,-2.455183832462295E-8,1.056940967442982E-6,-.007494648273107652,-4.776999142784226E-5,2.58313771297699E-5,3.879851927379509E-6
3835523,       (2015 GS56),2015 GS56,,,N,N,7.9,,,,,,,,,,,,,,,,,0.35812,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.02256089369091118,43.0984184966904,42.12607965874017,0.5962238185919989,96.3684608241909,244.9739741769131,231.7109584795808,44.07075733464063,0.00348346998617959,2496428.445132123,2122-11-20.9451321,103345.2280135247,282.943813863175,41.1187,16002.164479,37.1259,5.875,0.00099106,0.004814,0.041949,0.0004284,0.1344,2.7245,2.8909,0.0049226,5.8365e-07,827.91,17.315,TNO,Otto Matic,858.0,2015-02-17,2017-06-24,47,,,5,0.1815,,,,,,0.00011169783411819797,K15G56S,3,233.7061196346461,242.476602601919,96.56524519395032,0.5954176488951771,0.01863973945701041,0.003469505827888524,43.23330359618183,42.42744608128316,103761.1746048253,2015 GS56,K15G56S,1.513077282991189E-6,-6.499621734957927E-5,-1.228985919273749,-1.658934430736216E-6,-.004019586551553377,5.260086947250052E-9,-6.499621734957927E-5,.002813920440910849,52.22751268771189,7.032328737038474E-5,.170661248101048,-2.219545745257169E-7,-1.228985919273749,52.22751268771189,1013082.187028336,1.3704801782081,3317.516590429419,-.004369972711496467,-1.658934430736216E-6,7.032328737038474E-5,1.3704801782081,.0179969712625937,-.01350519767289527,-5.624991610813887E-5,-.004019586551553377,.170661248101048,3317.516590429419,-.01350519767289527,10.88289674006064,4.192031420274542E-5,5.260086947250052E-9,-2.219545745257169E-7,-.004369972711496467,-5.624991610813887E-5,4.192031420274542E-5,1.762621548054095E-7
3835524,       (2015 GT56),2015 GT56,,,N,N,8.2,,,,,,,,,,,,,,,,,0.32346,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.05879779133493337,45.55384708242882,42.87538148717271,11.33651013527794,26.65815887240679,168.9823042908079,14.36768170704057,48.23231267768494,0.0032056528132288,2455118.51690821,2009-10-14.0169082,112301.6187262649,307.465075225913,41.8757,16296.766169,37.4112,5.906,0.00030196,0.006188,0.011123,0.0018027,0.00051934,1.8931,1.6772,0.0065518,6.5318e-07,523.48,22.882,TNO,Otto Matic,771.0,2015-02-17,2017-03-29,37,,,5,0.17879,,,,,,0.00013583924072983194,K15G56T,3,15.64513402935106,167.4311658324701,26.63727371565123,11.30806981326207,0.06240167118336371,0.003191610978669174,45.70778788811602,42.85554553780286,112795.7017337092,2015 GT56,K15G56T,1.404466829671633E-7,-4.943215271598826E-6,-.1611765941101383,2.567695510495936E-10,-.000586536969402714,-3.322774806957962E-9,-4.943215271598826E-6,.0001957177864911947,6.244811596390777,-5.63548370982098E-8,.022724674182491,2.584616725974977E-7,-.1611765941101383,6.244811596390777,200388.9199042228,-.001424909795171859,729.2080431193258,.007220653891333442,2.567695510495936E-10,-5.63548370982098E-8,-.001424909795171859,2.722297808038264E-7,-5.452210048463403E-6,-9.13567826385614E-7,-.000586536969402714,.022724674182491,729.2080431193258,-5.452210048463403E-6,2.653562105914213,2.717173330607779E-5,-3.322774806957962E-9,2.584616725974977E-7,.007220653891333442,-9.13567826385614E-7,2.717173330607779E-5,3.222454121423425E-6
3835527,       (2015 GU56),2015 GU56,,,N,N,7.2,,,,,,,,,,,,,,,,,0.12707,,3,2459600.5,59600,2022-01-21.0000000,J2000,0.04497296963130956,43.30432745159267,41.3568032482079,2.563435444608168,49.53184721508833,192.737322568835,332.6221934654066,45.25185165497743,0.00345865407128274,2467516.240045213,2043-09-23.7400452,104086.7321739648,284.973941612498,40.3452,15701.141484,35.9749,5.878,0.00092452,0.0058019,0.037651,0.0013269,0.014307,1.5473,1.3778,0.0060628,6.9508e-07,398.95,20.918,TNO,Otto Matic,858.0,2015-02-17,2017-06-24,40,,,5,0.12812,,,,,,0.00013397968151071272,K15G56U,3,336.8708310656359,188.1570030977676,49.56459453415695,2.557714293040841,0.04638054678802011,0.003445063306866395,43.43755437245823,41.42289684952926,104497.3540203107,2015 GU56,K15G56U,5.129296536912204E-7,-2.071652052162113E-5,.2851854771100181,-1.827871817879074E-7,.001092545338616572,1.706483425542529E-8,-2.071652052162113E-5,.0008604817761839184,-11.81676451926856,7.475192985011273E-6,-.04526593155681604,-6.935247166570823E-7,.2851854771100181,-11.81676451926856,162367.5738792004,-.102864173573523,621.9732612694929,.009552004288441484,-1.827871817879074E-7,7.475192985011273E-6,-.102864173573523,.0002059087120302286,-.000599688362635513,-1.893057892684559E-5,.001092545338616572,-.04526593155681604,621.9732612694929,-.000599688362635513,2.382768188210169,5.549768316126387E-5,1.706483425542529E-8,-6.935247166570823E-7,.009552004288441484,-1.893057892684559E-5,5.549768316126387E-5,1.742866097442289E-6
3835535,       (2015 GV56),2015 GV56,,,N,N,8.6,,,,,,,,,,,,,,,,,0.28134,,2,2459600.5,59600,2022-01-21.0000000,J2000,0.1108519201549323,45.78451540888241,40.70921396244471,1.45378351468458,88.86315611690377,168.4757680347319,323.4783695866891,50.85981685532011,0.00318145761008187,2471080.027590616,2053-06-26.5275906,113155.680232601,309.803368193295,39.6953,15448.219901,35.3874,6.008,0.0014058,0.01303,0.055207,0.0007052,0.059775,0.60276,0.40347,0.014475,1.3582e-06,130.31,48.307,TNO,Otto Matic,771.0,2015-02-17,2017-03-29,30,,,5,0.24339,,,,,,0.00028459403542080777,K15G56V,3,325.1983399185281,166.4080530610927,88.9066606746102,1.452980795553701,0.1111999812905441,0.003169517210040299,45.91995220362698,40.81365437772098,113581.9672660565,2015 GV56,K15G56V,1.72301438274547E-6,-6.766341828583543E-5,.1880879768099343,-2.462096126742206E-6,.0008339525593567911,2.875657343302628E-8,-6.766341828583543E-5,.002701001361193343,-7.535747148542569,9.894471818915101E-5,-.03337950580520273,-1.150268984780329E-6,.1880879768099343,-7.535747148542569,21047.14815308564,-.2762987233295179,93.20370581087109,.003209523077888001,-2.462096126742206E-6,9.894471818915101E-5,-.2762987233295179,.003551656686098988,-.004770378729482537,-4.168710908480715E-5,.0008339525593567911,-.03337950580520273,93.20370581087109,-.004770378729482537,.416309559293153,5.584721668890302E-5,2.875657343302628E-8,-1.150268984780329E-6,.003209523077888001,-4.168710908480715E-5,5.584721668890302E-5,4.900513158056766E-7
